Index,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf
2721,1,0,0,0,7,1,0,0,0,0,0,1,0,0,54.85,370.4,1,0,0,1,0,0,0,0,0,1,0.1714404601017388,0.22632310685292872,0.34373769467854154
2722,0,0,1,0,52,1,0,1,0,1,0,1,0,1,64.3,3410.6,1,0,0,0,1,0,0,0,0,1,0.008469543012337573,-0.16318041222821608,0.14747512241980767
2723,0,0,1,1,45,1,1,0,0,0,0,0,0,1,24.65,1138.8,0,0,1,0,0,1,1,0,0,0,0.2585025368677312,-0.13061501940467551,-0.3074706859603922
2724,1,0,1,0,70,1,1,0,1,1,1,1,0,0,76.1,5264.25,1,0,0,0,0,1,0,1,0,0,-0.06501752901168238,-0.3296862759996026,0.07404279608641887
2725,0,0,0,0,53,1,0,0,0,0,0,0,0,0,18.7,1005.7,0,0,1,0,0,1,0,0,0,1,0.4933725777842403,0.016794743872684356,-0.22052120900320415
2726,0,1,1,0,62,1,1,0,1,1,0,1,0,1,97.95,5936.55,0,1,0,0,1,0,0,1,0,0,-0.14654366759965348,-0.2209553099397859,-0.06727209172143793
2727,0,0,1,0,60,1,1,1,1,0,0,0,1,1,94.1,5475.9,0,1,0,1,0,0,0,1,0,0,-0.18841040943796708,-0.14466171619280735,-0.06143346738847064
2728,0,1,1,0,23,1,0,1,0,0,0,1,1,1,95.1,2326.05,0,1,0,1,0,0,0,0,1,0,-0.2814897692786801,0.11284523621909448,-0.14617008227609002
2729,0,0,0,0,67,1,0,1,0,1,1,0,1,1,72.35,4991.5,1,0,0,0,1,0,1,0,0,0,-0.05496637968376173,-0.24096708261703867,0.13923864772562838
2730,0,1,1,0,71,1,1,1,1,1,1,0,1,1,82.7,5831.2,1,0,0,0,0,1,1,0,0,0,-0.08973301586759297,-0.31195405031220985,0.06828314007688678
2731,1,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,510.8,0,0,1,0,1,0,0,1,0,0,0.3415012968893324,0.010347807254154595,-0.09657878801668507
2732,0,0,0,0,5,1,1,1,0,0,0,0,0,1,53.8,283.95,1,0,0,1,0,0,0,0,1,0,-0.07072387286141331,0.2510287856918645,0.22270997725021413
2733,1,0,0,0,26,1,1,0,0,0,0,0,0,1,51.55,1295.4,1,0,0,0,1,0,0,1,0,0,0.0571163380582263,-0.0211050465509437,0.10853262498631694
2734,1,0,1,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,0,1,0,1,0,0,0,0,1,0.4464550729794798,0.061668163095611614,-0.06576078559375637
2735,1,1,0,0,70,0,0,0,1,1,0,1,0,1,44.05,3011.65,1,0,0,0,1,0,0,1,0,0,-0.02540691512682318,-0.1615744516296489,0.09968641015692285
2736,1,0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,0,1,0,0,0,1,0,0,1,0,-0.1627286817028057,-0.3334718950339848,-0.025906730797462873
2737,0,1,1,1,32,1,1,0,1,0,0,1,1,1,100.4,3217.65,0,1,0,1,0,0,0,0,1,0,-0.27800650803215976,0.009100317937975366,-0.20213413204754938
2738,0,0,0,0,14,1,1,0,1,0,0,0,0,1,54.25,773.2,1,0,0,0,1,0,0,0,0,1,0.08622483009255809,0.007912306278976964,0.17879800691928302
2739,0,0,0,0,13,1,1,1,0,0,0,0,0,1,80.0,1029.35,0,1,0,1,0,0,0,1,0,0,-0.12691976341070862,0.16985240733103552,0.0014125370809943165
2740,0,0,0,0,46,1,1,1,0,1,0,1,1,0,79.2,3593.8,1,0,0,0,0,1,0,0,0,1,-0.026386061078843608,-0.20183129212598397,0.10081518079485956
2741,1,1,1,0,43,1,1,0,1,0,1,1,0,1,94.3,3953.15,0,1,0,1,0,0,0,0,1,0,-0.27692537878875056,0.002467195254557711,-0.16356024445555115
2742,1,0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,1,0,0,0,0,1,1,0,0,0,0.07325147653850056,-0.08875285531149724,0.11215090558444005
2743,1,0,0,0,57,0,0,1,0,1,0,1,1,1,53.75,3196.0,1,0,0,1,0,0,0,0,1,0,-0.08660946727026277,-0.07875645059820359,0.1744619049724303
2744,0,0,1,0,53,1,0,0,0,0,1,1,1,1,93.45,4872.2,0,1,0,0,1,0,0,0,1,0,-0.19403935165638714,-0.12316103983773027,-0.08097348790237238
2745,1,0,1,1,18,1,0,1,0,1,0,1,0,1,87.9,1500.5,0,1,0,1,0,0,0,0,0,1,-0.061768347376311886,0.013294143306849865,0.03655966427391431
2746,0,0,1,0,58,1,1,1,0,0,1,0,0,1,61.05,3478.75,1,0,0,0,1,0,1,0,0,0,-0.015855129258272285,-0.2082873736118315,0.10914030062134544
2747,0,1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,0,1,0,0,0,1,1,0,0,0,-0.11940279612067943,-0.21936251323866984,-0.06434650495297914
2748,0,0,0,0,35,1,0,0,0,1,1,1,1,1,99.25,3532.0,0,1,0,0,1,0,0,0,1,0,-0.21753932348991453,-0.08617244999605754,-0.05758308421900369
2749,1,0,0,0,3,1,0,0,0,1,0,0,1,0,85.7,256.75,0,1,0,1,0,0,0,1,0,0,-0.09544289887050797,0.14352848933999507,0.022400232588722493
2750,1,0,0,0,38,1,1,1,1,0,0,1,1,1,104.85,3887.25,0,1,0,0,1,0,0,0,1,0,-0.23881820836704967,-0.11238282939387927,-0.09557539756670867
2751,1,0,1,0,35,1,1,1,1,1,1,0,0,1,69.15,2490.15,1,0,0,0,0,1,0,1,0,0,-0.05131691196714606,-0.2789499483859077,0.12857390997943158
2752,0,0,0,0,47,1,0,0,0,1,1,1,1,0,74.45,3510.3,1,0,0,0,0,1,0,0,0,1,0.00045684549042227847,-0.1862031872965214,0.13241037799837382
2753,0,0,0,0,14,1,0,0,1,0,0,0,0,0,50.45,765.45,1,0,0,1,0,0,0,0,1,0,0.012135953390942486,0.2636656237568681,0.2824499699050674
2754,0,1,1,0,20,1,0,0,1,0,0,0,1,1,60.0,1259.35,1,0,0,1,0,0,0,0,1,0,-0.12861567156989404,0.10668338783791659,0.08281818691334483
2755,1,0,1,0,66,1,1,1,1,0,1,1,1,0,85.25,5538.35,1,0,0,0,0,1,0,0,1,0,-0.1112775611952769,-0.3016819109462956,0.07152720464265828
2756,1,0,1,0,15,1,0,0,0,0,0,0,0,1,19.45,340.85,0,0,1,1,0,0,0,1,0,0,0.2725742107307244,0.13898966219208717,-0.03939060277235283
2757,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20.75,844.45,0,0,1,0,0,1,1,0,0,0,0.3116959587325431,-0.02308755576828397,-0.21308971422234899
2758,0,0,1,0,17,1,1,1,0,0,0,0,0,0,78.9,1348.95,0,1,0,1,0,0,0,0,1,0,-0.16948916693819666,0.22913908964398966,-0.0681554693720745
2759,1,0,0,0,37,1,1,0,1,0,1,1,1,1,104.5,3778.0,0,1,0,0,1,0,0,1,0,0,-0.17311826623310725,-0.19354935133420834,-0.03441386862328011
2760,0,0,0,0,12,1,0,0,1,0,0,0,0,1,49.4,611.65,1,0,0,1,0,0,0,0,1,0,-0.04374547874588739,0.3035860893581367,0.28019191149050704
2761,0,0,0,0,60,1,1,0,0,0,0,0,0,0,25.0,1505.05,0,0,1,0,0,1,0,0,0,1,0.39707401479684373,-0.029826371451904796,-0.23674288538581786
2762,1,0,1,1,18,0,0,0,0,0,0,0,0,0,25.55,467.85,1,0,0,1,0,0,0,1,0,0,0.0922241789791396,-0.03972244953729796,0.18092196478496544
2763,0,0,0,0,3,1,0,0,0,0,0,0,0,1,70.15,194.2,0,1,0,1,0,0,0,0,1,0,-0.19464542291087025,0.5641840761721375,-0.011592358249689582
2764,0,0,0,1,9,1,0,0,0,0,1,1,1,1,69.4,571.45,1,0,0,1,0,0,0,1,0,0,-0.0396656440791233,-0.01208020691379949,0.1634443455100882
2765,1,0,1,0,56,1,1,1,1,1,0,0,0,1,93.15,5253.95,0,1,0,0,1,0,0,0,1,0,-0.17650517100010135,-0.173886763394625,-0.06105393709560408
2766,1,0,0,0,7,1,0,0,0,0,0,0,0,1,69.55,521.35,0,1,0,1,0,0,0,0,1,0,-0.19489621514505684,0.562974135208697,-0.013381456424344929
2767,0,0,1,1,69,1,0,0,0,0,0,0,0,0,20.2,1412.65,0,0,1,0,0,1,1,0,0,0,0.3318520683700674,-0.15343555274464488,-0.34497983885044975
2768,1,0,1,1,54,1,0,0,0,0,0,0,0,0,20.4,1090.6,0,0,1,0,0,1,0,1,0,0,0.3569083027761917,-0.13468516816144266,-0.3393949036346148
2769,1,0,1,0,62,1,1,0,0,0,0,0,0,1,23.75,1446.8,0,0,1,0,1,0,0,1,0,0,0.19488206859131912,-0.09585362429273418,-0.1579914625083467
2770,0,0,1,1,62,1,1,0,0,0,0,1,1,1,70.45,4300.45,1,0,0,1,0,0,0,1,0,0,-0.07753616371584694,-0.13080089276459905,0.02053461782475532
2771,1,0,0,0,17,1,1,1,0,0,0,0,1,0,65.75,1111.2,1,0,0,1,0,0,1,0,0,0,-0.014400303980054197,0.026557924633240047,0.18092258490960045
2772,1,0,0,0,9,0,0,0,0,0,0,0,0,1,24.6,190.1,1,0,0,1,0,0,0,0,0,1,0.13911646781412723,0.11084650395910237,0.37454272781679343
2773,1,0,1,0,64,1,0,1,0,1,1,1,0,0,69.25,4447.75,1,0,0,0,0,1,0,0,0,1,0.007049911021925383,-0.2513450007910021,0.13312561558765437
2774,0,0,1,0,72,1,1,0,0,0,0,0,0,0,24.65,1830.05,0,0,1,0,0,1,1,0,0,0,0.2734104745756137,-0.14815435797660742,-0.3140212915539677
2775,1,0,0,0,30,1,1,1,1,1,0,0,0,0,90.4,2820.65,0,1,0,0,1,0,1,0,0,0,-0.08378411852607077,-0.14668795492091613,0.012142413534528461
2776,0,0,1,0,49,1,1,1,0,0,0,1,1,1,100.85,4847.35,0,1,0,1,0,0,0,0,0,1,-0.17991118016724988,-0.05497522153676091,-0.06548122287919773
2777,1,0,1,0,61,1,1,1,0,1,1,0,1,0,75.35,4729.3,1,0,0,0,0,1,0,1,0,0,-0.05488269188602162,-0.3292894752456606,0.10012204456633286
2778,1,0,1,1,47,1,1,0,1,0,0,1,0,0,87.2,4017.45,0,1,0,1,0,0,0,0,1,0,-0.19208399725682646,0.007689651588314897,-0.1367543969751968
2779,1,0,0,0,20,1,0,1,0,1,0,0,1,0,64.4,1398.6,1,0,0,1,0,0,0,1,0,0,-0.007664125626911608,-0.012153208183039726,0.22575877036583097
2780,0,0,1,1,70,1,1,0,0,0,0,0,0,0,24.7,1685.9,0,0,1,0,0,1,1,0,0,0,0.2805499295524553,-0.17133136396719215,-0.34103123333966123
2781,1,0,0,1,54,1,0,1,1,0,1,1,1,1,105.85,5826.65,0,1,0,0,1,0,0,0,1,0,-0.14833442989770337,-0.1962659561334206,-0.009170645289708002
2782,1,1,1,0,61,1,1,0,1,1,1,1,0,1,98.3,6066.55,0,1,0,0,1,0,0,0,0,1,-0.11632411888744836,-0.20851071658262577,-0.025789435950149302
2783,1,0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,270.2,0,0,1,0,1,0,0,0,0,1,0.48626230351213706,0.10244842463981772,-0.0317021592098919
2784,0,0,1,1,3,1,0,0,1,0,0,1,0,1,58.7,168.6,1,0,0,1,0,0,0,1,0,0,0.00024829167872155274,0.0004506320060767115,0.1431644240042041
2785,1,0,0,0,25,1,0,0,0,0,0,0,0,1,20.15,536.35,0,0,1,1,0,0,0,0,0,1,0.45684594608208845,0.29194598232238855,0.08866276351350104
2786,1,0,0,0,30,1,1,1,0,0,0,0,1,1,64.5,1888.45,1,0,0,1,0,0,0,0,0,1,0.007949205729507644,0.07881233716492643,0.23876983019506742
2787,0,0,1,0,21,0,0,1,0,0,0,0,0,0,28.5,629.35,1,0,0,1,0,0,0,0,1,0,0.029982757216217397,0.025696377732190877,0.25975287425730176
2788,1,1,1,0,23,1,0,0,0,0,0,1,1,1,90.45,2117.25,0,1,0,1,0,0,0,0,1,0,-0.3215883135364893,0.20439314244262413,-0.21040944853693677
2789,0,0,1,1,45,1,1,1,1,0,0,1,1,1,105.15,4730.9,0,1,0,1,0,0,0,0,1,0,-0.2585961313919408,-0.08592643205390015,-0.13299335771747398
2790,0,0,1,1,24,1,1,0,1,1,0,0,0,0,83.15,2033.05,0,1,0,0,1,0,1,0,0,0,-0.044411318009382236,-0.14396008367084176,-0.043101836331818674
2791,0,0,1,0,56,1,1,0,0,1,1,1,1,0,103.2,5744.35,0,1,0,0,0,1,1,0,0,0,-0.14276357725351765,-0.30250207590157063,-0.050542348371689645
2792,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,1,1,0,0,0,0,1,0,0.2876610531473579,0.3254810790451322,0.0463461666017401
2793,0,1,1,0,55,1,0,0,0,1,1,1,0,0,88.8,4805.3,0,1,0,0,0,1,0,1,0,0,-0.07812020489521034,-0.2041393918620223,-0.030516253681854788
2794,0,0,1,0,72,1,1,1,0,1,1,1,1,1,85.9,6110.75,1,0,0,0,0,1,0,1,0,0,-0.10995250396112673,-0.3786084567624012,0.0917164356490148
2795,0,1,0,0,45,0,0,0,0,0,0,0,1,0,34.2,1596.6,1,0,0,0,1,0,0,0,1,0,-0.00041074129919972945,-0.07054464284644589,0.11922348608872733
2796,0,0,0,0,47,1,0,0,0,0,0,0,0,0,20.15,1046.2,0,0,1,0,0,1,0,0,0,1,0.50481490149982,0.028609477388735826,-0.2153082286252226
2797,1,0,0,0,2,1,0,0,1,0,0,0,0,1,50.3,92.75,1,0,0,1,0,0,0,0,0,1,0.13908312670458878,0.2356865713083247,0.3859153629403276
2798,0,0,1,0,2,1,0,1,0,0,1,0,0,1,80.15,194.55,0,1,0,1,0,0,0,0,1,0,-0.16513804709489963,0.22240538188284073,0.028856917238357826
2799,0,0,1,0,12,1,0,0,1,0,0,0,0,1,51.25,612.1,1,0,0,1,0,0,0,0,1,0,-0.04558651676220941,0.23210247493407474,0.21992880113467714
2800,1,0,1,1,69,1,0,0,0,0,1,1,1,1,95.2,6671.7,0,1,0,0,0,1,0,1,0,0,-0.09044396543550264,-0.25573757087434396,-0.03838452840368831
2801,1,1,0,1,56,1,0,1,0,0,0,1,1,0,94.8,5264.3,0,1,0,0,1,0,0,1,0,0,-0.07138285944673123,-0.16573858411031073,-0.011693295642478977
2802,0,1,0,0,4,1,1,1,0,0,0,0,0,1,80.25,303.7,0,1,0,1,0,0,0,0,1,0,-0.23502350502092723,0.2789918613231426,-0.09247339039168616
2803,1,0,1,0,64,1,1,0,1,1,1,1,0,1,76.1,4818.8,1,0,0,0,0,1,1,0,0,0,-0.08812430147053828,-0.32527250965528526,0.06746005421661486
2804,1,0,1,1,62,1,1,1,1,1,1,1,1,0,115.55,7159.05,0,1,0,0,0,1,1,0,0,0,-0.12607933146367234,-0.36260358815777755,0.010182608192891827
2805,1,0,1,1,63,1,1,0,0,0,0,0,0,0,24.65,1574.5,0,0,1,0,0,1,0,1,0,0,0.29227645219052434,-0.16387727200336474,-0.3370108870923811
2806,0,0,0,0,53,0,0,1,1,1,1,1,0,1,53.6,2879.2,1,0,0,0,1,0,0,0,1,0,-0.05098008656684434,-0.17707585792447425,0.16629017203774094
2807,1,0,1,1,5,1,0,0,0,0,0,0,0,0,19.45,86.05,0,0,1,1,0,0,0,0,0,1,0.4732025246689326,0.142812516672854,-0.03814111874939664
2808,1,1,1,0,49,1,1,1,1,1,0,0,0,1,88.2,4159.45,0,1,0,1,0,0,0,0,1,0,-0.24231897893021276,-0.026163989568358158,-0.12405184986317079
2809,0,0,1,1,62,1,1,1,0,0,0,1,1,1,101.15,6638.35,0,1,0,0,0,1,1,0,0,0,-0.1140654785939739,-0.26789023077825747,-0.06263009041953306
2810,0,0,1,0,55,1,0,1,1,0,1,0,0,0,56.8,3112.05,1,0,0,0,0,1,0,0,0,1,0.06939156476100423,-0.2005187550855669,0.14931286255174822
2811,0,1,1,0,71,1,0,1,1,1,1,1,0,1,99.4,7168.25,0,1,0,0,0,1,0,0,1,0,-0.13816875485331884,-0.24259629913387631,-0.02085762406922002
2812,0,0,1,1,72,1,0,0,0,0,0,0,0,1,20.1,1326.25,0,0,1,0,0,1,0,1,0,0,0.27922465838631544,-0.14635282198464764,-0.2991735342279457
2813,1,0,1,0,36,0,0,1,0,1,1,1,1,0,60.7,2234.55,1,0,0,0,1,0,0,1,0,0,-0.02705868423482915,-0.21634680120524818,0.1587188144504662
2814,1,0,1,0,25,1,0,0,0,0,0,0,0,1,20.95,495.15,0,0,1,0,1,0,1,0,0,0,0.2739073360330482,-0.019162092947016148,-0.12097312288531852
2815,0,1,1,0,72,1,1,1,1,1,1,1,1,1,114.85,8317.95,0,1,0,0,0,1,1,0,0,0,-0.1428853930322775,-0.33473447590021976,-0.011126112676906419
2816,0,0,0,0,36,1,0,0,0,0,0,0,0,1,19.25,679.8,0,0,1,0,1,0,1,0,0,0,0.27969539261162296,0.004104055284837176,-0.09673813906599107
2817,1,0,0,0,1,1,0,0,0,0,0,1,1,1,62.8,62.8,1,0,0,1,0,0,0,0,0,1,0.03782004925363419,0.19386683419670273,0.2859081246392915
2818,0,0,1,0,72,1,1,1,0,1,0,1,1,1,105.5,7544.0,0,1,0,0,0,1,0,0,1,0,-0.19725383607006444,-0.26629277760341663,-0.08950032137880327
2819,1,0,1,1,59,1,0,0,0,0,0,0,0,0,19.85,1188.25,0,0,1,0,0,1,0,0,0,1,0.4640650888205296,-0.08634097358990311,-0.3351480683146882
2820,0,0,0,0,1,1,0,0,0,1,1,1,1,0,74.1,74.1,1,0,0,0,1,0,0,1,0,0,-0.021548749751462364,-0.1242145266873254,0.14731701269914796
2821,0,0,1,1,30,1,1,0,1,1,1,1,1,1,107.5,3242.5,0,1,0,1,0,0,0,0,1,0,-0.2739825098424316,-0.09370039449431494,-0.12958853948284155
2822,1,0,0,0,64,1,0,0,0,0,0,0,0,0,19.55,1240.15,0,0,1,0,0,1,0,0,0,1,0.47137287154005353,-0.0055432992051310465,-0.22353703383015602
2823,1,0,0,0,63,1,1,1,1,1,1,0,0,0,68.8,4111.35,1,0,0,0,1,0,1,0,0,0,-0.03903424219030055,-0.2515047655432076,0.13873484896856772
2824,1,1,1,0,72,1,1,1,1,1,0,1,1,0,84.45,5899.85,1,0,0,0,0,1,0,1,0,0,-0.08705884104891756,-0.3042888830071057,0.05071412411800771
2825,0,0,0,0,62,1,1,0,1,1,1,1,1,0,84.5,5193.2,1,0,0,0,0,1,1,0,0,0,-0.0949290618432049,-0.3236232662522234,0.08023477471734737
2826,1,0,1,1,67,1,1,0,1,1,1,1,1,1,111.2,7530.8,0,1,0,0,0,1,1,0,0,0,-0.1461304552231639,-0.35014563319385056,-0.02967435910437254
2827,0,0,1,0,70,1,1,1,0,0,1,1,1,1,80.6,5460.2,1,0,0,0,0,1,1,0,0,0,-0.08786543221519671,-0.32514080716367666,0.07042513373809765
2828,0,1,0,0,20,1,0,0,0,0,0,1,0,0,80.7,1614.2,0,1,0,1,0,0,1,0,0,0,-0.10789164998752165,0.13033642006627358,-0.04008017621437595
2829,0,0,0,0,5,1,1,0,0,0,0,0,0,0,75.6,402.5,0,1,0,1,0,0,0,0,1,0,-0.17519900659649107,0.4451179285796596,-0.06917675459910308
2830,0,0,1,0,24,0,0,1,1,1,0,1,1,0,57.6,1367.75,1,0,0,0,1,0,0,0,1,0,-0.04615328842546717,-0.16001026751935002,0.1456426420346054
2831,1,0,1,0,72,1,1,0,1,1,1,1,1,1,110.6,7962.2,0,1,0,0,0,1,0,1,0,0,-0.1696786240037664,-0.3670771724763195,-0.027343394221092727
2832,0,0,1,0,66,1,0,1,1,0,1,0,0,1,58.2,3810.8,1,0,0,0,0,1,0,1,0,0,-0.009562023001206952,-0.2655428297745441,0.12030844088646188
2833,0,0,1,0,45,1,0,1,0,1,1,1,1,1,81.0,3533.6,1,0,0,0,0,1,0,0,0,1,-0.04881897397719202,-0.25950576658792873,0.14519186075892526
2834,0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.7,1396.9,0,0,1,0,0,1,1,0,0,0,0.3331181846958963,-0.15372936816817087,-0.34603887305240355
2835,0,0,0,0,28,1,0,0,0,1,0,1,0,1,59.55,1646.45,1,0,0,1,0,0,1,0,0,0,-0.03616866922600199,0.059211291982935614,0.19025855916078027
2836,0,0,0,0,36,1,0,1,1,1,1,0,1,1,75.55,2680.15,1,0,0,0,1,0,0,0,0,1,-0.02611068295889145,-0.18565253801573076,0.20831427425365318
2837,1,0,1,0,42,0,0,0,1,1,0,0,1,1,45.1,2049.05,1,0,0,0,1,0,0,1,0,0,-0.014068032583603852,-0.1733482633729289,0.14194248038647123
2838,1,0,0,0,48,1,1,1,0,0,1,0,1,1,70.95,3629.2,1,0,0,0,1,0,1,0,0,0,-0.049531658112457515,-0.19674342797805042,0.1273198474311371
2839,0,0,1,1,11,1,0,0,0,0,0,0,0,0,20.9,202.3,0,0,1,0,0,1,0,1,0,0,0.35518942549951976,-0.07999915108503773,-0.2816948146286814
2840,1,0,0,0,7,1,0,0,0,0,0,0,0,1,19.95,147.5,0,0,1,1,0,0,0,0,0,1,0.4561808512330235,0.31409522317104926,0.11912902387405645
2841,0,0,0,0,3,1,1,0,0,0,0,0,0,0,24.6,86.35,0,0,1,1,0,0,0,0,0,1,0.42362551250361363,0.24680310100801267,0.04881922209170525
2842,1,0,0,0,8,1,0,1,0,1,0,0,1,1,66.7,579.0,1,0,0,1,0,0,0,0,1,0,-0.10920731605363312,0.1486497058682466,0.2231071054078297
2843,1,0,1,1,32,1,0,1,1,1,0,0,1,0,94.8,3131.55,0,1,0,0,1,0,0,0,0,1,-0.03414233663473241,-0.1657760827786928,0.03290629618402346
2844,1,0,1,0,60,1,0,1,1,1,1,0,0,1,65.85,3928.3,1,0,0,0,1,0,1,0,0,0,-0.04112419974873184,-0.26046225004281,0.15510132388092673
2845,0,0,1,0,10,1,0,0,0,0,0,0,0,1,19.95,187.75,0,0,1,1,0,0,1,0,0,0,0.268673981995453,0.1442878941263798,-0.042740626991904285
2846,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24.65,1710.15,0,0,1,0,0,1,1,0,0,0,0.22906680690281814,-0.1364631380662766,-0.28578983664877877
2847,0,0,1,0,43,0,0,1,1,0,1,1,0,1,51.25,2151.6,1,0,0,0,1,0,1,0,0,0,-0.01941864517577479,-0.19666051863122286,0.1614078754024536
2848,0,0,1,0,23,1,0,0,0,1,1,0,0,0,54.25,1221.55,1,0,0,1,0,0,0,0,1,0,-0.01767902408966229,0.08736813900872649,0.21416237956072048
2849,0,0,1,0,72,1,0,0,0,0,0,0,0,0,19.4,1496.45,0,0,1,0,0,1,1,0,0,0,0.32872861401108094,-0.12716751039810728,-0.311402099511469
2850,1,0,1,0,22,1,0,1,0,0,1,0,0,1,56.25,1292.2,1,0,0,0,1,0,0,1,0,0,0.03093631656051475,-0.13209264009432992,0.17964786647432446
2851,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.15,25.15,1,0,0,1,0,0,0,0,0,1,0.13438697186498097,0.11155800726847993,0.366928832919375
2852,1,0,0,0,69,1,1,0,0,0,0,0,0,0,23.95,1713.1,0,0,1,0,0,1,1,0,0,0,0.2796663697481713,-0.10674241837248163,-0.2658901922301144
2853,1,0,0,0,50,0,0,1,0,0,1,0,0,1,35.4,1748.9,1,0,0,0,1,0,0,0,0,1,0.058045270945445135,-0.1175671803534164,0.22065251921853044
2854,0,0,1,0,15,1,0,0,1,0,0,0,0,0,75.35,1114.55,0,1,0,1,0,0,1,0,0,0,-0.04561222486508132,0.12897190481917206,0.0027113751848768706
2855,1,0,0,0,31,1,0,0,0,0,0,0,0,0,20.4,609.1,0,0,1,0,0,1,1,0,0,0,0.3790033404029179,-0.01581812030878019,-0.22502761669525445
2856,0,0,1,0,0,0,0,1,1,1,1,1,0,0,56.05,0.0,1,0,0,0,0,1,0,1,0,0,-0.008585960633792813,-0.18606168430957645,0.14767772208775443
2857,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.0,141.6,0,0,1,0,0,1,0,0,0,1,0.5120408936687166,0.09064581186460009,-0.14225880388666412
2858,1,0,1,0,64,1,0,1,0,1,0,1,1,1,73.05,4688.65,1,0,0,0,1,0,0,1,0,0,-0.07452683059149619,-0.26063393322759376,0.10215308101644749
2859,0,0,1,0,28,1,0,0,0,0,0,0,0,0,20.5,563.05,0,0,1,1,0,0,0,0,0,1,0.5025375578548495,0.19934075958187003,-0.019449019349473212
2860,0,0,1,0,57,1,1,0,0,1,0,1,1,1,100.75,5985.0,0,1,0,0,1,0,0,1,0,0,-0.17876050560844672,-0.24376415487071462,-0.0862463744457376
2861,1,0,0,0,19,1,0,0,0,0,0,0,0,1,19.95,373.5,0,0,1,0,0,1,0,0,0,1,0.4524598940227243,0.09071182953016786,-0.1248368129613588
2862,0,0,1,0,51,0,0,0,1,0,0,1,1,1,49.65,2553.35,1,0,0,1,0,0,0,0,1,0,-0.08700281686779468,-0.05089560770309948,0.1583888432598079
2863,0,0,1,0,67,1,1,1,1,1,0,0,0,0,65.65,4322.85,1,0,0,0,0,1,0,0,0,1,0.01581411435574533,-0.23691455288757848,0.08671173728742913
2864,1,0,1,1,11,1,0,0,0,0,0,0,0,1,20.45,250.8,0,0,1,1,0,0,0,0,1,0,0.21492006098351146,0.1786385269417683,-0.060977340302252485
2865,1,0,1,0,72,0,0,1,0,1,1,1,1,0,60.95,4549.05,1,0,0,0,0,1,1,0,0,0,-0.035166871945236176,-0.2686923902159079,0.1284950679392999
2866,1,0,1,0,66,1,0,0,0,0,0,0,0,1,20.35,1359.5,0,0,1,0,1,0,0,0,1,0,0.1977211101850333,-0.010691845053858895,-0.1309566798664537
2867,0,0,0,0,9,1,0,0,0,0,0,0,0,1,19.5,178.85,0,0,1,1,0,0,0,0,1,0,0.21464210764194852,0.34868162901893424,0.03314252321768242
2868,0,0,0,0,9,1,1,0,0,0,0,0,0,1,75.2,633.85,0,1,0,1,0,0,0,1,0,0,-0.12009008095451316,0.2770880841938177,-0.037911611833803475
2869,1,0,1,0,48,1,1,1,1,1,0,1,1,1,111.45,5315.1,0,1,0,1,0,0,1,0,0,0,-0.2417059220613505,-0.21255192185201466,-0.08340161858859699
2870,1,0,0,0,10,1,0,0,0,0,0,0,0,0,70.15,735.5,0,1,0,1,0,0,0,0,0,1,0.12481903856335015,0.36783326766817803,0.14410107721615834
2871,0,0,1,0,72,1,1,1,1,1,1,1,1,0,92.0,6474.4,1,0,0,0,0,1,1,0,0,0,-0.10695864826684048,-0.4012488232714014,0.10116851047529973
2872,0,0,1,0,51,1,0,1,1,1,1,1,1,0,85.5,4421.95,1,0,0,0,0,1,0,1,0,0,-0.08475690413193226,-0.36692157525103714,0.14362953531277578
2873,1,1,1,0,61,1,1,0,1,0,0,0,0,1,82.15,4904.85,0,1,0,1,0,0,0,0,1,0,-0.2503165077259626,0.05331663244434302,-0.18336487509304028
2874,1,0,0,0,54,1,0,1,0,1,1,0,0,0,84.4,4484.05,0,1,0,0,1,0,0,0,1,0,-0.09319816314845958,-0.11474551509845593,0.03122483451459616
2875,0,0,0,0,33,1,1,1,1,0,0,0,0,1,60.9,2033.85,1,0,0,1,0,0,0,0,0,1,0.024461464514632488,0.05617797598637068,0.2644750699730089
