,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Monthly_Charges,Total_Charges,Internet_Service_DSL,Internet_Service_Fiber optic,Internet_Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment_Method_Bank transfer (automatic),Payment_Method_Credit card (automatic),Payment_Method_Electronic check,Payment_Method_Mailed check,x_kpca_rbf,y_kpca_rbf,z_kpca_rbf,cluster_kpca_rbf
3067,1,0,0,0,20,1,1,1,0,0,1,0,0,0,59.2,1191.2,1,0,0,1,0,0,1,0,0,0,0.020267544221433745,-0.012710854436540742,0.2338829993189897,1
3068,1,0,0,0,11,1,0,0,1,0,0,0,0,1,75.9,866.4,0,1,0,1,0,0,0,0,0,1,0.024309648274765255,0.30039106836956037,0.11308950871819995,1
3069,0,1,1,0,30,1,1,0,1,0,0,1,0,1,90.05,2627.2,0,1,0,1,0,0,0,0,1,0,-0.3100149393296397,0.15477441780828166,-0.22076964005804564,2
3070,1,0,1,0,68,1,0,1,1,1,0,0,1,0,70.95,4741.45,1,0,0,0,0,1,1,0,0,0,-0.06057664954621539,-0.30472532132391006,0.10211874390260563,3
3071,1,1,1,0,38,1,1,0,1,1,0,1,1,1,102.6,4009.2,0,1,0,1,0,0,0,0,1,0,-0.3622794708899087,0.002698970818095997,-0.2519387701689102,2
3072,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,1,0,0,1,0,0,0,0,1,0,0.10895466355754184,0.35156161947058123,0.31340393518715776,1
3073,1,0,1,0,63,0,0,1,1,1,0,1,1,0,59.0,3707.6,1,0,0,0,0,1,0,0,1,0,-0.06957758751686031,-0.22602339619995335,0.12805705273303516,3
3074,0,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,1,0,0,0,1,0,0,0,1,0,-0.08890049192298809,0.010630731421468401,0.11978291170981573,1
3075,0,0,0,0,48,1,1,0,0,0,0,0,0,0,24.35,1133.7,0,0,1,0,1,0,1,0,0,0,0.26092000685866207,-0.09043353517814832,-0.151994924093258,0
3076,1,0,0,0,66,0,0,0,0,0,1,0,0,0,29.45,1983.15,1,0,0,0,1,0,0,1,0,0,0.046184909115822126,-0.15518207876636134,0.15867109283540168,3
3077,0,0,1,1,68,1,1,0,1,1,0,0,0,1,84.4,5746.75,0,1,0,0,0,1,0,1,0,0,-0.09944678757518577,-0.2521498828414998,-0.07413148810380528,3
3078,0,0,1,0,7,1,0,0,0,0,0,0,0,0,20.65,134.05,0,0,1,0,1,0,0,0,0,1,0.4659056131174975,-0.006296954022186573,-0.10271186656461302,0
3079,1,0,1,0,72,1,1,1,1,1,1,1,1,1,87.1,6230.1,1,0,0,0,0,1,1,0,0,0,-0.1598250808085792,-0.4115069115379357,0.10588324790217334,3
3080,0,0,1,0,29,1,0,0,0,0,0,0,0,0,19.85,573.05,0,0,1,1,0,0,0,0,0,1,0.5320078408250611,0.13237768259748928,-0.04904208337366318,0
3081,1,0,1,0,37,1,0,0,0,1,1,0,1,1,90.35,3419.3,0,1,0,1,0,0,0,0,1,0,-0.2598124556058794,0.0975050271824571,-0.08593794962416466,2
3082,0,0,1,0,59,1,1,1,1,0,1,0,0,0,65.5,3801.3,1,0,0,0,1,0,0,0,0,1,0.0035330986783812844,-0.2172499395451382,0.15501577730280505,3
3083,1,1,1,1,60,1,1,1,0,0,0,0,0,1,80.95,4859.1,0,1,0,1,0,0,0,0,1,0,-0.16791077616598984,0.003655438694667082,-0.11393358538472002,2
3084,0,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,1,0,0,1,0,0,0,0,0,1,0.09627143067264879,0.09126006523040989,0.3500003041811099,1
3085,1,0,1,0,17,0,0,1,0,1,0,0,0,0,34.4,592.75,1,0,0,1,0,0,0,0,0,1,0.08855552551664476,-0.05275715737430052,0.2859770946696149,1
3086,1,0,1,0,58,1,0,0,0,0,0,0,0,0,20.75,1185.95,0,0,1,0,0,1,0,0,0,1,0.47957434758476647,-0.10668522709691627,-0.2947608786433464,0
3087,1,0,1,0,1,1,0,0,0,0,0,0,0,0,18.8,18.8,0,0,1,0,1,0,0,0,0,1,0.46272337924664747,-0.001040295007397937,-0.08849282792247741,0
3088,0,0,0,0,53,1,1,1,1,1,0,0,0,0,90.8,4921.2,0,1,0,1,0,0,0,0,1,0,-0.20867158029223232,0.005140149622783313,-0.051974909099374494,3
3089,1,0,0,0,35,1,1,0,0,0,0,0,0,1,25.6,901.25,0,0,1,1,0,0,0,0,1,0,0.16610210885402774,0.24789843450862692,-0.07314419140593778,0
3090,1,0,1,0,68,1,1,0,1,0,1,0,1,0,70.8,4859.95,1,0,0,0,0,1,0,1,0,0,-0.06021286356379405,-0.297419751439714,0.06373198627236983,3
3091,1,0,1,0,47,1,1,0,0,0,0,0,0,0,25.4,1139.2,0,0,1,1,0,0,0,0,1,0,0.2076854176709314,0.11491455887698833,-0.1388976748883461,0
3092,0,1,1,0,65,1,1,0,1,1,0,1,1,1,108.8,7082.45,0,1,0,1,0,0,1,0,0,0,-0.23667496392952103,-0.18480395055364793,-0.12339139629009038,3
3093,0,0,0,0,9,1,1,0,0,0,0,0,0,1,76.85,663.55,0,1,0,1,0,0,0,0,1,0,-0.21853646791654338,0.5332048091362198,-0.11797641731974094,2
3094,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.25,174.65,0,0,1,0,0,1,0,0,0,1,0.5309357418974889,0.022413538621504067,-0.1646134604580789,0
3095,1,0,0,0,14,1,1,0,0,0,0,0,0,1,24.8,321.7,0,0,1,0,1,0,0,1,0,0,0.2270308956070866,-0.02697081466427702,-0.09074630656030797,0
3096,0,0,0,0,45,1,1,1,1,1,1,1,1,1,115.65,5125.5,0,1,0,1,0,0,0,0,1,0,-0.3146977217247228,-0.11645577250158202,-0.09849631135081588,3
3097,0,0,0,0,8,1,1,0,0,0,0,0,0,1,74.6,548.9,0,1,0,1,0,0,0,1,0,0,-0.09057114540075349,0.28666747803502335,-0.03922191423649711,2
3098,1,0,1,1,66,1,0,1,1,1,0,1,1,1,103.15,7031.3,0,1,0,0,1,0,1,0,0,0,-0.1491245698300263,-0.2812753924538444,-0.005729717941797139,3
3099,1,0,1,0,72,1,1,1,1,1,1,0,0,0,72.1,5016.65,1,0,0,0,0,1,0,1,0,0,-0.0745248862194547,-0.34721475392696244,0.1182041256555716,3
3100,0,0,1,1,23,1,1,0,0,0,0,0,0,0,25.1,611.45,0,0,1,0,0,1,0,0,0,1,0.42295369769706326,-0.12019305739735969,-0.31186662972905865,0
3101,0,0,0,0,4,1,1,1,0,0,0,0,0,1,80.15,319.85,0,1,0,1,0,0,0,0,1,0,-0.19962859944742925,0.3928321618967819,-0.04834871467091151,2
3102,1,0,1,1,6,1,1,0,0,0,0,0,0,0,25.4,153.3,0,0,1,0,0,1,0,0,0,1,0.4089294057578387,-0.09709079035765679,-0.2674006763165336,0
3103,0,1,1,0,67,1,1,1,1,1,1,0,1,1,105.4,7035.6,0,1,0,0,1,0,0,1,0,0,-0.15426802638292522,-0.2747225795965725,-0.003143449682156794,3
3104,1,1,0,1,7,1,0,0,0,0,0,0,0,1,45.75,344.2,1,0,0,1,0,0,0,0,0,1,0.13440664350481504,0.11414322230013964,0.21804364800686232,1
3105,1,0,1,0,56,1,1,0,0,0,0,0,0,1,24.45,1431.65,0,0,1,0,1,0,0,0,0,1,0.2940502205490213,-0.07829845857873144,-0.14068406750173582,0
3106,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.0,1849.2,0,0,1,0,0,1,0,1,0,0,0.2647847630015314,-0.19486618391930668,-0.31012330979507974,0
3107,1,0,1,0,72,1,1,1,1,1,0,1,1,1,85.25,6083.1,1,0,0,0,0,1,0,0,1,0,-0.17548795617640403,-0.308197081498111,0.04130153256161558,3
3108,1,0,1,1,23,1,0,0,0,0,0,0,0,0,19.6,426.65,0,0,1,0,0,1,0,1,0,0,0.36552607620361893,-0.1481401433792558,-0.3065987942056433,0
3109,0,0,0,1,35,1,1,0,0,0,0,0,0,0,50.15,1655.35,1,0,0,1,0,0,0,0,0,1,0.19328475985548424,0.0773147548341169,0.18735664764456506,1
3110,1,1,1,0,27,1,0,0,0,0,0,0,0,1,70.55,1943.9,0,1,0,1,0,0,0,0,1,0,-0.19084328885788363,0.32980092143208206,-0.13563702881001014,2
3111,1,0,1,0,12,1,1,0,0,0,0,0,0,0,26.4,314.95,0,0,1,0,1,0,0,0,0,1,0.38643201078486117,-0.030501035459433935,-0.11995126077636223,0
3112,0,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0,0,1,0,0,1,0,0,0,1,0.530632388017332,-0.026436669495865883,-0.22618107393770406,0
3113,1,0,1,1,7,0,0,1,1,1,0,1,1,0,58.85,465.7,1,0,0,1,0,0,0,0,0,1,-0.0035718755829046924,-0.12498989959339457,0.18467009342643415,3
3114,1,0,1,1,70,1,1,1,1,0,0,1,0,1,97.55,6669.05,0,1,0,1,0,0,0,1,0,0,-0.15709544068754558,-0.18443308280430942,-0.043471350769178546,3
3115,1,0,1,1,60,1,0,0,0,0,0,0,0,0,19.65,1161.75,0,0,1,0,0,1,0,1,0,0,0.342337511357032,-0.19610437928945143,-0.3412002697517126,0
3116,1,0,1,0,39,0,0,0,0,0,0,0,0,1,25.25,947.75,1,0,0,0,1,0,0,1,0,0,0.06186783680199758,-0.11995006097543895,0.1547510682695732,1
3117,1,0,1,0,72,1,1,1,1,1,1,1,1,0,114.45,8375.05,0,1,0,0,0,1,0,1,0,0,-0.1760264011128495,-0.382284155838043,0.020681438277150754,3
3118,1,0,1,0,54,1,1,0,1,0,1,1,0,1,70.7,3770.0,1,0,0,0,1,0,0,0,1,0,-0.120899941739365,-0.17026575504546826,0.06989695352665941,3
3119,0,0,1,0,63,1,0,1,1,1,1,1,0,0,75.55,4707.85,1,0,0,0,0,1,0,1,0,0,-0.08238925400275836,-0.34873443192383613,0.14628367251461757,3
3120,1,0,1,1,71,1,1,0,1,0,1,0,0,1,84.8,6152.4,0,1,0,0,0,1,0,0,1,0,-0.12349484449174505,-0.1944128843736829,-0.07600539684327541,3
3121,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,0,0,1,0,1,0,0,0,0,1,0.411512920409633,0.008421601047573047,-0.07253893594809091,0
3122,1,0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,0,0,1,0,0,1,1,0,0,0,0.37342282590600895,-0.09770796468403432,-0.2552042505910212,0
3123,1,0,0,0,11,0,0,0,1,0,1,0,0,1,35.65,425.1,1,0,0,1,0,0,0,0,1,0,-0.008004139027974337,0.042378896791954584,0.3099763472078849,1
3124,0,1,1,0,55,1,1,0,1,1,1,0,0,0,90.45,5044.8,0,1,0,1,0,0,0,0,1,0,-0.2014409343384414,-0.059865107972283775,-0.0916193175522444,3
3125,1,0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,0,1,0,0,0,1,0,1,0,0,-0.16949509471418497,-0.28952160074920263,-0.019392804748116336,3
3126,0,1,0,0,3,1,0,0,0,1,0,0,0,0,73.85,196.4,0,1,0,1,0,0,0,0,1,0,-0.131822605024462,0.2929185169212516,-0.03626176261792665,2
3127,1,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,1,0,0,0,0,1,0,1,0,0,-0.0678028408234711,-0.16763655053072918,0.06487444845559488,3
3128,0,0,0,0,5,1,1,0,0,1,1,0,0,1,82.75,417.75,0,1,0,1,0,0,0,0,1,0,-0.21882812498502432,0.2856343640158026,-0.051456253873336986,2
3129,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24.4,1725.4,0,0,1,0,0,1,0,1,0,0,0.22014873087513656,-0.1768385568336286,-0.27906247097622194,0
3130,0,0,0,0,29,1,1,0,1,0,0,0,0,1,55.25,1620.2,1,0,0,0,1,0,0,0,1,0,-0.03566082671306238,0.020170285484664978,0.11289666053405926,1
3131,1,0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,1,0,0,1,0,0,1,0,0,0,-0.02467875177840475,-0.11602025105716092,0.13464854952515995,3
3132,1,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,1,0,0,0,1,0,0,1,0,0,-0.08414845901433896,-0.26362940867929774,0.10760754062809794,3
3133,0,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,967.85,0,0,1,0,0,1,0,0,0,1,0.4878355165695685,-0.1371009558486088,-0.3464920070970921,0
3134,1,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,1,0,0,1,0,0,0,1,0,0,0.03817230379489958,0.15948383384675283,0.246543375799267,1
3135,1,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,0,1,0,0,1,0,1,0,0,0.32403526703088686,-0.17782540958663526,-0.3043092144083594,0
3136,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.9,323.15,0,0,1,0,1,0,1,0,0,0,0.3434579991868928,-0.029642107049984066,-0.1053092935741171,0
3137,1,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,1,0,1,0,0,0,0,1,0,-0.2769466781808852,0.13006387538569394,-0.06178180430174937,2
3138,0,1,0,0,2,1,0,0,1,0,0,1,0,1,83.8,163.7,0,1,0,1,0,0,1,0,0,0,-0.14316667320218027,0.13168250990437663,-0.03126635367879605,2
3139,0,0,0,0,51,0,0,0,1,1,0,1,1,1,56.4,2928.5,1,0,0,0,1,0,0,1,0,0,-0.05640903293678968,-0.19169925639733507,0.1486993861420483,3
3140,0,0,1,1,6,1,0,0,0,0,0,0,0,0,20.1,100.35,0,0,1,0,0,1,0,0,0,1,0.48485490922455204,-0.0827732092789178,-0.2743621609400833,0
3141,0,0,1,0,3,1,1,0,0,0,0,1,1,0,94.9,273.2,0,1,0,1,0,0,0,0,1,0,-0.26019125744829663,0.2603588276327292,-0.17571472938179214,2
3142,0,1,0,0,17,1,1,0,0,0,0,1,1,1,94.2,1608.15,0,1,0,1,0,0,0,0,1,0,-0.3530861607593609,0.285226568030932,-0.25463480585363796,2
3143,1,0,1,0,30,1,1,0,0,0,0,0,0,0,49.9,1441.95,1,0,0,1,0,0,0,0,1,0,0.019191093557735538,0.19537270155713762,0.13097471470735947,1
3144,1,0,0,0,31,1,1,0,1,0,1,1,0,1,71.05,2168.15,1,0,0,1,0,0,0,0,1,0,-0.15447245193399656,0.08002329785975466,0.1372245348465062,1
3145,0,0,0,0,45,1,0,1,0,1,1,1,1,0,81.65,3618.7,1,0,0,0,0,1,1,0,0,0,-0.0800991865790261,-0.28155147769811073,0.146914579325239,3
3146,1,0,1,0,64,1,1,1,1,1,0,0,0,0,89.45,5692.65,0,1,0,0,1,0,1,0,0,0,-0.11689826685238666,-0.2454704303510288,-0.009828961985279603,3
3147,1,1,1,1,61,1,1,0,1,0,0,1,1,0,99.0,5969.3,0,1,0,0,1,0,0,0,1,0,-0.1624830005926727,-0.16723789061495883,-0.09654620040373126,3
3148,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.05,19.05,0,0,1,1,0,0,0,0,0,1,0.5767017407975951,0.2376118431756182,0.07617841020007737,0
3149,1,0,1,1,72,1,1,1,1,1,1,1,1,0,114.45,8100.55,0,1,0,0,0,1,1,0,0,0,-0.15231211891585475,-0.3620915977430337,0.015540969138390889,3
3150,0,0,1,0,7,1,0,0,0,0,0,0,0,1,44.25,313.45,1,0,0,1,0,0,0,0,0,1,0.22195673445023797,0.21374579148822137,0.3198167191023185,1
3151,0,0,1,0,66,1,1,0,1,1,1,0,0,1,90.55,6130.95,0,1,0,0,1,0,1,0,0,0,-0.14800330199171707,-0.2542719386670055,-0.022729455683914386,3
3152,1,0,1,1,40,1,0,0,0,0,0,0,0,1,20.4,745.3,0,0,1,1,0,0,1,0,0,0,0.2748232381358481,-0.00657016828839845,-0.12785107091566744,0
3153,1,0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,1,0,0,1,0,0,1,0,0,0,-0.09694221018112564,-0.0010851203214345044,0.13824698034379626,1
3154,1,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,0,0,1,0,0,1,0,1,0,0,0.27583062173773165,-0.18715384863843088,-0.30954217351905183,0
3155,0,0,1,0,41,1,0,1,1,1,0,1,1,1,104.45,4162.05,0,1,0,0,1,0,1,0,0,0,-0.1856060398294002,-0.2450759398674505,-0.011346768328052986,3
3156,0,0,1,1,56,1,0,0,0,0,0,0,0,1,19.8,1119.9,0,0,1,0,0,1,0,1,0,0,0.2951707855172149,-0.17532809076637018,-0.3037507659499613,0
3157,0,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,0,1,0,0,0,1,1,0,0,0,-0.19354069155761697,-0.35781812230743604,0.004415544879978832,3
3158,0,0,1,0,54,1,0,0,0,0,0,0,0,0,20.05,1102.4,0,0,1,0,0,1,0,1,0,0,0.35663079252608715,-0.1551056996916293,-0.31245318485345513,0
3159,1,1,0,0,52,1,1,0,1,1,1,1,1,1,110.75,5832.0,0,1,0,1,0,0,0,0,1,0,-0.3049673731189464,-0.0841276357471208,-0.1638041016954266,3
3160,0,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,0,1,0,0,0,1,1,0,0,0,-0.1233193111855511,-0.18244413551589195,-0.019756141262935817,3
3161,1,0,1,0,27,1,0,1,0,0,0,0,0,0,48.7,1421.75,1,0,0,0,1,0,0,1,0,0,0.09267492858905034,-0.12499300827018281,0.14621964487767927,1
3162,0,1,1,0,72,1,1,1,1,1,1,0,0,1,96.6,6827.5,0,1,0,0,0,1,1,0,0,0,-0.1346965905474076,-0.2802812995530512,-0.004893641094374281,3
3163,1,0,0,0,62,1,0,1,1,0,0,1,1,1,74.3,4698.05,1,0,0,0,1,0,0,1,0,0,-0.08946159543430462,-0.2296795769556976,0.1244829767973331,3
3164,0,0,0,0,12,1,0,0,1,0,1,0,0,1,54.3,654.5,1,0,0,1,0,0,0,0,1,0,-0.035397502489248556,0.20084248065598523,0.2929004245560916,1
3165,0,1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,1,0,0,0,1,0,1,0,0,0,-0.06870154902090793,-0.189047046079218,0.0925497637024378,3
3166,1,0,1,1,54,1,0,0,1,0,1,0,0,1,79.95,4362.05,0,1,0,0,0,1,1,0,0,0,-0.05318038790889079,-0.2100423768214651,-0.04236916690425911,3
3167,0,0,0,0,68,1,0,0,0,0,0,0,0,0,20.05,1386.9,0,0,1,0,0,1,1,0,0,0,0.33466896022009707,-0.1335629320098855,-0.26665821964827996,0
3168,1,0,0,0,20,1,0,0,0,0,0,0,0,0,19.4,415.4,0,0,1,1,0,0,0,0,0,1,0.5869681829730298,0.22042377527102916,0.04429992475234964,0
3169,1,0,1,0,50,1,1,0,0,1,0,0,0,0,54.9,2614.1,1,0,0,0,1,0,1,0,0,0,0.02558038359250585,-0.17234474535935865,0.0581509996158099,3
3170,1,0,0,0,58,1,1,0,0,0,0,0,0,1,24.45,1513.6,0,0,1,0,0,1,0,1,0,0,0.24252688090275945,-0.11780776809978194,-0.2364882479841905,0
3171,1,0,1,1,35,1,1,0,1,0,0,1,0,1,89.65,3161.6,0,1,0,1,0,0,1,0,0,0,-0.1671064762930574,-0.03887456003941487,-0.10153269789414798,3
3172,0,0,0,0,2,1,0,0,0,0,0,0,0,1,45.4,80.95,1,0,0,1,0,0,0,0,1,0,0.044554598604597886,0.40391493025496156,0.31311189396517464,1
3173,1,0,1,0,63,1,1,1,0,1,1,0,1,0,75.7,4676.7,1,0,0,0,0,1,0,0,0,1,-0.042255543761453906,-0.284749110167265,0.11617433124684924,3
3174,0,0,1,0,58,1,1,1,1,1,0,1,1,1,110.65,6526.65,0,1,0,0,1,0,0,1,0,0,-0.21025246521851304,-0.30907325048582396,-0.033139554877189864,3
3175,0,0,1,0,27,1,0,0,0,0,0,0,0,1,20.55,583.3,0,0,1,0,1,0,0,0,0,1,0.40465041406761854,-0.014109928739976504,-0.1035078302548814,0
3176,0,0,1,0,71,1,1,1,1,1,1,1,1,1,115.15,8078.1,0,1,0,0,0,1,0,1,0,0,-0.20285680312899224,-0.3971727135325213,0.009218367534228427,3
3177,0,0,0,0,63,1,0,0,0,1,0,0,1,0,58.55,3503.5,1,0,0,0,1,0,0,1,0,0,0.0037232959784275496,-0.17209127664827964,0.10714647105752456,3
3178,1,0,1,0,71,1,1,0,1,1,0,0,1,1,93.25,6669.45,0,1,0,1,0,0,1,0,0,0,-0.21981758457056844,-0.16860068729204125,-0.09975042787775196,3
3179,0,0,1,1,68,1,0,0,0,0,0,0,0,1,19.35,1292.65,0,0,1,0,0,1,1,0,0,0,0.27791093289721447,-0.1883340720137368,-0.30638060138685247,0
3180,1,0,1,1,1,1,0,1,0,0,0,0,0,1,48.75,48.75,1,0,0,1,0,0,0,0,0,1,0.1549537996459752,0.06220749713609855,0.2650499427602826,1
3181,1,1,0,0,65,1,1,1,0,1,1,1,1,1,109.05,7108.2,0,1,0,0,0,1,0,0,1,0,-0.19656594279788386,-0.22486663561014802,-0.05769178425269832,3
3182,1,1,1,0,72,1,1,0,0,0,0,0,0,1,25.0,1802.55,0,0,1,0,0,1,1,0,0,0,0.13175769587574207,-0.15910472110997756,-0.2038695716073324,0
3183,0,0,0,0,28,1,1,0,0,0,1,0,0,1,54.9,1505.15,1,0,0,1,0,0,0,1,0,0,0.004949204958517621,0.05656321176132436,0.2044316512325193,1
3184,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1859.1,0,0,1,0,0,1,0,1,0,0,0.26542128714042174,-0.21972273111538565,-0.3289976878259508,0
3185,0,0,0,0,2,1,0,1,1,0,0,1,0,1,91.15,168.5,0,1,0,1,0,0,0,0,1,0,-0.21918941670820302,0.27123180836694283,-0.01102183316693486,2
3186,1,1,1,0,60,1,1,0,1,1,0,1,1,1,104.35,6339.45,0,1,0,0,1,0,0,0,1,0,-0.2514472933116429,-0.1920614200033658,-0.144674559449356,3
3187,0,1,0,0,26,1,1,0,0,0,1,0,1,1,66.05,1652.4,1,0,0,1,0,0,0,0,1,0,-0.14056872779224694,0.11001957167035697,0.07394945761646786,2
3188,1,0,1,0,68,1,1,1,1,1,1,1,1,1,92.2,6392.85,1,0,0,0,0,1,0,1,0,0,-0.1636595514439892,-0.41902592552822265,0.11471036533904412,3
3189,0,1,1,0,42,1,1,1,0,1,0,1,1,1,105.2,4599.15,0,1,0,0,1,0,1,0,0,0,-0.1831401429239574,-0.2115951005796562,-0.06356758067550279,3
3190,0,0,1,0,57,1,0,0,0,0,0,0,0,1,19.6,1134.25,0,0,1,0,0,1,1,0,0,0,0.2965409024794241,-0.1398471034921233,-0.2788807830429392,0
3191,1,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,1,0,0,1,0,0,0,0,1,0,0.019291881682670747,-0.0203484452375451,0.22379603702789833,1
3192,0,0,1,0,44,1,0,1,1,1,0,0,0,1,61.5,2722.2,1,0,0,0,1,0,0,0,0,1,0.0179499944138276,-0.16885162719942487,0.18718808332219722,3
3193,1,0,1,1,42,1,1,1,1,0,0,1,0,1,69.4,3058.3,1,0,0,1,0,0,1,0,0,0,-0.07569618659413922,-0.14143532294722774,0.09976755559859302,3
3194,1,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1769.6,0,0,1,0,0,1,1,0,0,0,0.2648446042931911,-0.21901265446722334,-0.3330471093513606,0
3195,0,0,1,0,71,1,1,1,1,1,1,1,1,0,91.05,6293.75,1,0,0,0,0,1,0,0,0,1,-0.10888630174105261,-0.351360106113834,0.11619366934154096,3
3196,0,0,1,0,23,1,1,0,0,0,1,1,1,1,73.65,1642.75,1,0,0,1,0,0,0,1,0,0,-0.11183546260383824,-0.058584354947246994,0.10906812099216821,3
3197,0,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,0,0,1,0,0,1,0,1,0,0,0.3858206695513095,-0.0722261464936033,-0.23724527538047405,0
3198,1,0,0,0,35,1,1,0,0,0,0,0,0,0,26.2,954.9,0,0,1,0,1,0,1,0,0,0,0.2728877281221803,-0.07086048462459904,-0.13975867413982665,0
3199,1,0,0,0,1,1,0,0,0,0,0,0,0,1,43.85,43.85,1,0,0,1,0,0,1,0,0,0,0.11863585025029381,0.2148477732213945,0.2939606364615647,1
3200,1,0,0,0,22,1,0,0,0,0,0,0,0,1,69.7,1490.4,0,1,0,1,0,0,0,0,0,1,0.08451269529712517,0.3747822631282525,0.10070813029947653,1
3201,1,0,1,0,7,0,0,1,1,1,0,0,0,0,38.55,280.0,1,0,0,0,0,1,0,0,0,1,0.05325769400882616,-0.14480238150169686,0.1785357650174271,3
3202,0,0,0,0,36,0,0,1,1,1,1,0,1,1,53.1,1901.25,1,0,0,0,0,1,0,0,0,1,-0.01656082189424151,-0.19476612715726965,0.2004085481636079,3
3203,0,0,1,1,34,1,0,0,0,0,0,0,0,0,20.65,716.4,0,0,1,1,0,0,0,0,0,1,0.49259591891897825,0.04283941408869082,-0.11760402204640308,0
3204,1,0,1,0,72,1,1,1,1,1,0,0,0,0,64.45,4720.0,1,0,0,0,0,1,0,1,0,0,-0.04789534232462699,-0.3050725709475442,0.07787137713166215,3
3205,1,0,1,1,36,1,1,0,0,0,0,0,0,0,25.1,930.95,0,0,1,0,0,1,0,1,0,0,0.3063268504974946,-0.17910430663600754,-0.32608509247701434,0
3206,0,0,1,1,71,1,1,1,1,1,1,0,0,1,95.15,6770.85,0,1,0,0,1,0,0,1,0,0,-0.12250667386688303,-0.2820175075989199,0.01918747113298553,3
3207,0,1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,0,1,0,1,0,0,0,0,0,1,-0.09677707694126343,0.1591486829294676,-0.03530959949399857,2
3208,1,0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,0,1,0,0,1,0,1,0,0,0,-0.14878425053872318,-0.0999176845043776,-0.050634768799563835,3
3209,1,0,0,0,1,1,0,0,0,1,1,1,1,1,75.5,75.5,1,0,0,1,0,0,0,0,1,0,-0.14039388911046452,0.11635050032617307,0.17833481335719095,1
3210,1,0,1,1,12,1,0,0,0,0,0,0,0,0,19.7,258.35,0,0,1,0,0,1,0,0,0,1,0.49547860210283573,-0.08833233123340473,-0.2836162639076431,0
3211,0,0,1,0,72,1,0,0,0,0,0,0,0,0,20.5,1502.25,0,0,1,0,0,1,0,1,0,0,0.32213632254470853,-0.1794422866550852,-0.30883988550800295,0
3212,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,0,1,1,0,0,0,0,0,1,0.5766239152662913,0.23780680193863193,0.07624915275442609,0
3213,1,1,1,0,72,1,1,0,1,0,0,1,1,0,98.35,6929.4,0,1,0,0,0,1,1,0,0,0,-0.14230289865777984,-0.2393952157758135,-0.07501264060334231,3
3214,1,0,1,1,60,1,1,0,0,0,0,0,0,0,74.35,4453.3,0,1,0,1,0,0,1,0,0,0,-0.043181609919361506,-0.04810718742976891,-0.10742075452656231,3
3215,0,0,1,0,61,0,0,0,1,1,1,1,0,0,51.35,3244.4,1,0,0,0,0,1,0,1,0,0,-0.031278701003141,-0.24760852485936866,0.13571867710297297,3
3216,0,0,1,0,6,1,0,0,0,0,0,0,0,0,45.65,323.45,1,0,0,1,0,0,0,0,0,1,0.2787027801435734,0.1848585370643241,0.30968181250751436,1
3217,1,0,1,1,72,1,0,0,0,0,0,0,0,0,20.3,1401.15,0,0,1,0,0,1,1,0,0,0,0.3170899951768594,-0.20685444140013165,-0.33661036612496054,0
